id,source,date,rating,text,discovery_related,theme,desired_behavior,repetition_cause,behavior_segment,primary_discovery_surface,tier,unmet_need,sentiment,evidence_phrase
244,play_store_in,2026-06-26 09:18:24,5,very good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
245,app_store_in,2026-06-24T08:45:35-07:00,5,best platrorm for traveling and getting relax,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
246,play_store_in,2026-06-24 21:59:27,5,"I have a black screen when I try to go into the app, what do I need to do? Thank you for replying. I restarted my phone, for a second time and it worked. I am so glad, I would hate to lose access to this app. I hadn't realised how much I used it. I listen to podcasts(Timothy Keller being a favourite). Thank you, for the prompt response. I changed the rating back to 5 stars",false,not_discovery,none_stated,not_applicable,spoken_audio,none,unclear,none,positive,none
247,play_store_in,2026-06-24 06:21:57,5,Best app ever for music. and many more.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
248,app_store_us,2026-06-25T11:13:20-07:00,5,67,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
249,play_store_in,2026-06-26 10:30:04,5,nice,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
250,app_store_us,2026-06-24T22:38:33-07:00,5,Itâ€™s so good you donâ€™t have to do the premium! And then all the musics that i like are there recommended this app!!!,true,other_discovery,none_stated,not_applicable,familiarity_anchored,none,free,none,positive,musics that i like are there recommended
251,play_store_in,2026-06-26 10:50:37,2,"wow now everything needs premium, wow very much shitted now this app is.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
252,app_store_in,2026-06-10T20:06:28-07:00,5,Good thing to listen,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
253,app_store_in,2026-06-17T21:51:50-07:00,5,Good quality application in online music platform.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
254,play_store_in,2026-06-25 18:30:22,5,SPOTIFY IS GOAT,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
255,play_store_in,2026-06-25 18:01:54,4,awesome but a lot of ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
256,app_store_us,2026-06-25T18:51:18-07:00,5,Listening to my favorites podcasts and music,false,not_discovery,none_stated,not_applicable,spoken_audio,none,unclear,none,positive,none
257,play_store_in,2026-06-24 14:05:51,3,Fair,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
258,play_store_in,2026-06-25 14:12:33,5,it's my favorite music app to listen to song and worth using.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
259,play_store_in,2026-06-26 04:38:22,2,"VERY annoying, in my opinion. You can't do a lot of stuff without premium, which is the main thing. You have a limit on skips, lyric views, and even personal song picks. Ads tend to pop up very frequently, and as if that wasn't annoying enough, you have to listen to 5 FULL ads straight, just when you think the app can't get worse it somehow does it some different way.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
260,play_store_in,2026-06-25 05:01:41,5,If you want music Spotify is here..All music that vibes you.,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
261,play_store_in,2026-06-25 12:28:48,4,i like this app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
262,app_store_in,2026-06-21T01:10:41-07:00,5,Everythings perfect but darling can you please reduce the ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
263,app_store_us,2026-06-25T13:29:08-07:00,5,It lets me customize my own play list and I donâ€™t even have to pay I wish all apps would do that I can also find my friends and listen to their music and playlists too! I really recommend downloading it!! Itâ€™s the best app for people who love music as much as Jesus,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
264,play_store_in,2026-06-26 08:48:57,1,"not working and can't play my music that I pay the subscription for. I've tried closing, removing and downloading the app again and still not working ðŸ˜¡",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
265,play_store_in,2026-06-24 03:29:51,5,nis super,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
266,play_store_in,2026-06-24 06:51:42,4,bit expensive but great,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
267,play_store_in,2026-06-26 01:32:11,1,it's is wast app one kept means another song coming,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
268,play_store_in,2026-06-24 10:11:24,4,Doing very well but the only problem i have with you is I can't play my choice of music all the time and it's worrying. But what I like with you best is I can listen to the music even if my phone screen is of and can listen to the music even if I'm using other apps,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,neutral,none
269,play_store_in,2026-06-25 22:40:05,1,"strictly TV app review. The update removed Dark Mode so now my kids sit and stare at the TV, and that's a no for me big dog.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
270,play_store_in,2026-06-26 05:45:23,5,this app made me a singer,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
271,play_store_in,2026-06-24 08:19:27,5,it has full base and aroma so a 5 and it has many features so the best app I have ever seen,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
272,app_store_in,2026-06-22T10:27:31-07:00,2,Dont make this much interruption just for a premium huhh pathetic,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
273,play_store_in,2026-06-26 03:04:02,5,Nice app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
274,play_store_in,2026-06-24 12:47:46,2,need offline,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
275,play_store_in,2026-06-26 02:14:38,1,"I've been using Spotify for years now and typically, I love it. However, it keeps crashing since the last update.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
276,app_store_us,2026-06-25T17:14:46-07:00,5,I love Spotify. Itâ€™s my favorite thing in the whole world.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
277,play_store_in,2026-06-25 08:19:03,2,"this app continuosly forces us to get premium,qtf is wrong with the app ,3 ads in a row after 5 songs ,it can be better if you guys can just remove the ads ,not forever but give less ads please it interrups the vibe ,other wise I could have given it 5 stars",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
278,play_store_in,2026-06-25 07:19:26,1,only ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
279,play_store_in,2026-06-24 07:38:23,3,I like the music ðŸŽ¶ ðŸŽµ selection,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
280,play_store_in,2026-06-26 04:48:15,2,I love how they keep adding features to the free version of the app,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
281,play_store_in,2026-06-25 11:23:50,1,heavy ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
282,play_store_in,2026-06-26 09:12:02,5,I love how it scan the code and play the correct songggðŸ’—ðŸ’“,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
283,play_store_in,2026-06-25 05:42:49,5,It should be 18+,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
284,play_store_in,2026-06-25 21:06:32,4,random crashes now and then. the big issue is the shuffle line up. it arranges the same songs in the same order repetitively.,true,repetition_loop,escape_their_bubble,algorithm_narrow,familiarity_anchored,smart_shuffle,unclear,wants to escape same-songs loop,negative,same songs in the same order repetitively
285,play_store_in,2026-06-26 07:40:25,1,after udates Spotify become trash to select music or to select particular part of song it ask to buy premium,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
286,app_store_in,2026-06-11T10:51:55-07:00,5,2/10 without premium. Tooo much ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
287,play_store_in,2026-06-24 12:37:48,5,when you get a premium sportify you can listen to the music offline,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,neutral,none
288,app_store_in,2026-06-10T07:39:22-07:00,1,Start playing random songs without intimating. Itâ€™s better to block the content,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
289,app_store_in,2026-06-11T08:53:41-07:00,5,High quality musics,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
290,play_store_in,2026-06-25 16:38:33,1,I hate the new update.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
291,app_store_us,2026-06-25T19:37:04-07:00,5,I love Spotify because it literally has everything from music to podcast to even videos and itâ€™s literally the best app ever and Audiobooks,false,not_discovery,none_stated,not_applicable,spoken_audio,none,unclear,none,positive,none
292,app_store_us,2026-06-25T06:15:37-07:00,5,Good playlist,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
293,play_store_in,2026-06-25 03:54:31,1,Terrible marketing for premium version.,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
294,app_store_in,2026-06-20T10:41:38-07:00,1,"Spotify, your pathetic ad service is absolute garbage. Every few minutes you blast the same brain-rotting commercial straight into my skull at full volume like your desperate mother yelling for loose change outside a gas station. â€˜Tired of ads?â€™ Iâ€™m tired of your entire worthless bloodline ruining my music. Your father probably slapped this broken system together while living in his momâ€™s basement eating cold beans, and your sister spends her days testing the volume by screaming at her parade of failed relationships and neglected kids. Your whole family tree is a rotting dumpster fire of cheap interruptions and broken promises. Fix this trash or Iâ€™ll cancel Premium and spit on your legacy, you parasitic, ear-raping failures. Let me listen in peace before I hunt down every last one of you.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
295,app_store_in,2026-06-16T07:45:56-07:00,5,My iPhone 12 with iOS 26.5 can no longer open the Spotify app. I was able to do that until the 12 June 2026,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
296,app_store_us,2026-06-24T22:08:26-07:00,5,I love this app and I love the treatment,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
297,play_store_in,2026-06-24 18:59:07,2,"new liked songs disappearing, for the last 2 months, when I add a new liked song to my downloaded list. it appears briefly before disappearing and thus not being able to play it. all my previous songs are still there. when I search the song again I can see that it is indeed been liked and added but it doesn't show in my liked list??",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
298,app_store_us,2026-06-25T17:02:01-07:00,5,I love it we can listen to what we want,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
299,play_store_in,2026-06-25 01:35:16,5,top notch,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
300,play_store_in,2026-06-24 10:09:26,2,awful.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
301,play_store_in,2026-06-26 11:44:22,1,"Continuesly getting ads after every song ending, and litrally gettin 4 - 4 ads ðŸ¤¡ I wish your mom got 4 - 4 dicks in mouthsðŸŒðŸŒðŸŒðŸŒ. this is not free app - immidiatly add payment system for installing this ðŸ’© for only premium users, why are you ðŸ¤¡ attracting free users when you wanted premium users, multiple functions already disabled in a song playing app, seriously, if you delete this i again write same review",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
302,app_store_us,2026-06-24T22:08:27-07:00,5,Amazing better than anghami and barely adds and it has every song,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
303,play_store_in,2026-06-25 16:27:27,5,It was awesome app . Thank you for your lyrics provide,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
304,app_store_in,2026-06-11T22:47:28-07:00,1,I wish it was more like phone. Doesnâ€™t make sense to have it split.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
305,play_store_in,2026-06-24 03:30:55,5,ðŸ’–,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
306,app_store_us,2026-06-25T19:04:53-07:00,5,Realmente pago la versiÃ³n premium con mi familia pero en todos los podcast que escucho me salen pausas publicitarias,false,not_discovery,none_stated,not_applicable,spoken_audio,none,premium,none,negative,none
307,app_store_in,2026-06-22T10:25:53-07:00,1,"Initially it was almost free for every basic use such as drag slider to play a specific part of song or just drag reverse to play again, selecting a song from your own custom playlist or simply clicking next button or stopping auto shuffle selection. Later they stoped every function or very basic features and I found them too greedy as they are already playing commercial breaks almost every time after a song or something 3 breaks at a single time making this app as a WORST EVER EXPERIENCE & I DO NOT RECOMMEND THIS APP TO ANYONE!",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
308,play_store_in,2026-06-26 08:08:59,5,in my music journey this is the best app that I have ever used ðŸ˜­this is very unique app in which you can make your playlist and get premium for avoiding the adsðŸ“Œ in my life I have never seen such a app which is this kind of good like this direct respect from my heartðŸ«€ divyaaaaðŸ˜­ðŸ˜‹ðŸ§¿,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
309,play_store_in,2026-06-26 08:04:01,3,music quality is great but wayyyy too many ads.im talking 3 ads consecutively or an ad as soon as you open the app and skip 1 song.,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
310,play_store_in,2026-06-26 00:13:54,5,"first time but I'm liking it so far because I can't never remember my password and you just happened to be one that I remember.I thought or some s***, and it didn't f*** with me.And my world is a good day , batteries , nothing",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
311,play_store_in,2026-06-26 03:45:43,1,1 song=4ad I get four ads every time I listen to one song I'm so done.,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
312,play_store_in,2026-06-26 11:31:17,1,"With over 2k songs on my playlist, Spotify will still play the same fifty songs over and over. No matter if shuffle is activated. Please fix this.",true,repetition_loop,escape_their_bubble,algorithm_narrow,familiarity_anchored,smart_shuffle,unclear,wants shuffle to use whole library,negative,play the same fifty songs over and over
313,play_store_in,2026-06-26 12:58:51,5,nice for listening the music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
314,play_store_in,2026-06-24 14:38:22,3,"I am a paying customer and the app has been freezing or stalling or won't start at all. I have reinstalled the app four or five times already. The App will work for a week and then just freeze up or not open at all, every time.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
315,play_store_in,2026-06-25 21:43:57,5,good for music but has a little ads no problem,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
316,play_store_in,2026-06-24 03:56:05,1,worst app so many add,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
317,play_store_in,2026-06-26 02:13:32,5,goodðŸ‘ðŸ‘,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
318,app_store_in,2026-06-10T20:24:46-07:00,2,Even through i have premium account still there are so many ads coming in.,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
319,play_store_in,2026-06-24 12:08:38,1,the most garbage app ive ever uses,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
320,app_store_in,2026-06-21T12:39:32-07:00,3,Too much ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
321,play_store_in,2026-06-25 17:53:55,5,nic app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
322,play_store_in,2026-06-24 18:22:35,5,gut gut gut,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
323,app_store_in,2026-06-12T04:13:53-07:00,2,Itâ€™s a great subscriber based app. Spotify stopped the duo premium app and changed to monthly payments which makes it super expensive in comparison to YouTube premium.,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
324,app_store_in,2026-06-23T09:06:53-07:00,5,Itâ€™s the best app for music world best app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
325,play_store_in,2026-06-26 02:27:59,5,I've been using for like 20 years I believe. so that should tell you something..,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
326,app_store_us,2026-06-25T13:47:02-07:00,5,I really love the Christain rock genre,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
327,play_store_in,2026-06-25 11:31:54,4,Best Music Apps,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
328,play_store_in,2026-06-24 10:01:45,5,This is best,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
329,play_store_in,2026-06-26 08:47:37,1,pay to play / skip??? ðŸ˜‚ðŸ˜‚ Spotify financial planning team are definitely on w**ds. uninstalling now. whats the point of listening ads every 5 minutes if you had to pay to click to any songs or skip songs ðŸ˜‚ðŸ˜‚lol...who comes up with this idea. i wanted to know,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
330,play_store_in,2026-06-24 03:44:26,5,top deals and quality,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
331,play_store_in,2026-06-25 16:22:03,3,y'all have terrible sound quality it should be a bit louder especially for us premium users. learn a thing or 2 from YouTube Music,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
332,play_store_in,2026-06-24 13:50:26,1,Ads Obv,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
333,app_store_in,2026-06-18T03:45:20-07:00,5,COOL,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
334,app_store_us,2026-06-24T16:34:51-07:00,5,This app lets me play music and music is making me happy,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
335,app_store_us,2026-06-25T16:52:11-07:00,4,"So many good songs, love how itâ€™s all in different categories",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
336,app_store_in,2026-06-12T06:20:25-07:00,5,Very very pop,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
337,app_store_us,2026-06-24T16:33:40-07:00,1,I canâ€™t talk to people. I canâ€™t message when I follow people. I canâ€™t talk to them if they follow me back I still canâ€™t talk to them.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
338,play_store_in,2026-06-26 08:33:33,1,more ad's,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
339,play_store_in,2026-06-24 19:47:59,5,"I love music , ðŸ˜",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
340,play_store_in,2026-06-24 18:31:06,5,it is just the best,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
341,play_store_in,2026-06-25 16:47:27,5,superp,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
342,play_store_in,2026-06-24 12:20:48,1,We pay for a premium membership and have loved this service so much. But the latest update keeps crashing and is unusable. We will have to switch to a different service if this isn't fixed really soon.,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
343,play_store_in,2026-06-24 13:09:37,1,ad,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
344,play_store_in,2026-06-26 00:53:09,1,"this is the worst music app I ever seen without subscription it's like phone with no internet, i can't even able to play songs twice in a day without subscription, you basturds are charging for everything now , WANT TO REWIND THE SONG BUY THE SUBSCRIPTION, REPEAT SONG SUBSCRIPTION, ADS SUBSCRIPTION AND IN FEW YOU DAYS YOU MOTHERFUKERS ARE GOING TO CHARGE SUBSCRIPTION FOR OPENING THE APP",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
345,app_store_us,2026-06-25T11:57:24-07:00,4,First I donâ€™t like how thereâ€™s only 6 skips a hour and how you canâ€™t keep changing but the rest is good also if you want to change or go back you need premiumðŸ˜¬ðŸ˜¬,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
346,app_store_us,2026-06-24T18:26:30-07:00,1,At least 5 of my favorite artists have had all of their songs removed not to mention the app barely works offline and i have premium so zero reason it shouldnâ€™t work thats why i have premium so i CAN use it offline but you canâ€™t unless you choose the offline option which requires a damn internet connection to access,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
347,app_store_in,2026-06-21T19:30:53-07:00,3,I cannot upgrade to Premium on Spotify,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
348,play_store_in,2026-06-24 10:27:58,5,really awesome,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
349,app_store_in,2026-06-09T22:49:21-07:00,5,Goooood,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
350,play_store_in,2026-06-25 00:34:41,5,Lots of variety especially on their Playlists. and there is something for everyone!,true,other_discovery,none_stated,not_applicable,mood_context_listener,mixes,unclear,none,positive,Lots of variety especially on their Playlists
351,play_store_in,2026-06-25 21:06:32,4,it looks good ðŸ‘ ðŸ‘Œ,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
352,play_store_in,2026-06-24 09:57:20,1,"Seria bom atualizar corretamente, jÃ¡ que o aplicativo Ã© muito travado mesmo se do usado offline, enquanto que o site funciona rapidamente.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
353,play_store_in,2026-06-24 19:45:05,5,I don't want to play white wifi songs,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
354,play_store_in,2026-06-25 05:35:20,1,too much ads.....,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
355,app_store_in,2026-06-19T08:34:28-07:00,5,puzina liza,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
356,app_store_us,2026-06-25T02:53:56-07:00,5,This app is tuff,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
357,app_store_us,2026-06-25T13:00:39-07:00,5,"Iâ€™ve tried all the other music apps and this one is by far my favorite it just has so many pluses, and anytime thereâ€™s an issue they are very fast to solve it! Love Spotify!",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
358,play_store_in,2026-06-24 15:25:55,1,They added AI,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
359,play_store_in,2026-06-25 23:52:14,1,trash.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
360,play_store_in,2026-06-26 06:26:16,5,shshe,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
361,app_store_us,2026-06-25T11:17:59-07:00,5,I like how when their music that u want to put u could search it up and how once a music finishes another one get one and how they ask the 3 favorite artists for you and put up songs from them,true,other_discovery,none_stated,not_applicable,familiarity_anchored,search,unclear,none,positive,ask the 3 favorite artists for you
362,play_store_in,2026-06-24 18:44:50,2,I only use the Android app when I do long distance driving. Otherwise it is obnoxious and intrusive and I have it disabled. Their latest brilliant idea was to replace the widget that I liked and had on my page devoted to audio apps. Now the widget will only allow you to place it on the home page. At least they fixed the feature that caused me to disable the app: it used to take over any audio buttons without regard to whether I was playing Spotify or some other audio app.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
363,app_store_in,2026-06-11T02:33:09-07:00,5,Although can you please change the disco ball app logo? It looks terrible. Besides that itâ€™s a great app although sometimes thereâ€™s a lot of cache. So do you remember to clear it.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
364,play_store_in,2026-06-26 06:56:38,3,"for last year it's just getting worst and worst - developers are destroying the app. new widget works time to time, only the big one is available - not the small one. Option to move data storage disappeared, date marks for favourite songs are gone - what is happening ?? what are you paid for ? sometimes it takes few tries to get the app working.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
365,play_store_in,2026-06-26 11:52:45,1,I have a Spotify premium account and I am unable to select the song that I want to listen to or add songs to the queue. what's the point of premium if you can't do that?,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
366,play_store_in,2026-06-26 07:26:29,2,IKLANNYA BANYAK BANGET 5 BIJI PLS LAH KNP,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
367,app_store_us,2026-06-24T18:44:11-07:00,5,The Best ðŸ‘ŠðŸ½ðŸ¦ˆ,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
368,play_store_in,2026-06-25 17:35:50,1,"disappointed ðŸ˜” , what is this premium , premium pro thing comeon man it was used to be great app now it sucks .",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
369,play_store_in,2026-06-25 01:45:09,3,I love how you can make a playlist with your favorite songs.update 2026. took 2 stars off because the adds have really increased. Now I get 4 and sometimes 5 and it seems like they play after every 4 or 5 songs adds.,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
370,play_store_in,2026-06-25 13:03:45,3,premium was expensive,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
371,play_store_in,2026-06-24 05:04:01,5,that's awesome,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
372,play_store_in,2026-06-25 05:45:10,1,"Completely ruined the app for free users! New update is awful. Canâ€™t play the song I want, canâ€™t skip to parts I like, canâ€™t replay anything. Itâ€™s all ads and forced shuffle. If I canâ€™t control what I listen to, why have the app? Downgrading to 1 star. Fix this.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
373,app_store_us,2026-06-25T11:28:41-07:00,1,You canâ€™t do anything atp without spending money,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
374,app_store_us,2026-06-25T12:37:18-07:00,3,There just to much ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
375,app_store_in,2026-06-21T01:11:22-07:00,5,My favourite app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
376,play_store_in,2026-06-24 12:33:11,1,BC it don't work,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
377,app_store_in,2026-06-24T09:45:09-07:00,5,there are MANY playlists!! AND there are soo many songs of YOUR liking! you will always find what you want!,true,other_discovery,none_stated,not_applicable,familiarity_anchored,search,unclear,none,positive,always find what you want
378,app_store_in,2026-06-19T04:53:40-07:00,1,Why are they showing me advertisements when I have purchased the premium subscription?,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
379,play_store_in,2026-06-24 12:26:18,5,VERYYYYYYYYYYYYYY.. GOOOOOOOOOOODDDDDD..!! I'M LOVINGGG IT..! IT'S MY TOP FAVOURITE APP..!!ðŸŒ•ðŸŽ€ðŸ’–ðŸ•¸ï¸ðŸŒ‘,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
380,play_store_in,2026-06-24 23:19:51,4,Lil loaded/NBA young boy//Polo g,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
381,play_store_in,2026-06-24 13:27:09,4,Love spotify but the new widget is terrible. constantly just a blank box because can't connect or sync or something until you tap it. looks ugly on my homescreen unless you tap it to try to resync or reconnect or whatever. never had this issue with the last widget. seriously give us back the last widget. both even. I still have the last widget but it just says update your widget now and forces you to use the new buggy one. awful. otherwise the app itself is great.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
382,play_store_in,2026-06-25 19:28:57,5,I love my Spotify site. I am 74 and love to listen to music. Connie Davis.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
383,app_store_us,2026-06-24T19:48:15-07:00,5,Five stars,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
384,play_store_in,2026-06-24 21:20:20,1,are you serious???? like they're begging for premium now. premium for everything....like we need premium to listen our liked songs was ok but now Premium to listen next songðŸ™‚ guys... please let me listen my playlist peacefullyðŸ™‚,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
385,play_store_in,2026-06-25 04:54:29,1,Premium user in Malaysia. Still no FLAC/Lossless support while other platforms have it. Disappointed.,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
386,play_store_in,2026-06-26 01:05:39,5,I use it because it was free and it Barry had add and now I get a add every song and I can't chose a song or even skin to the song I want to listen to and I'm 12 you think I have a card to send on and even if did I wodent spend ten dollars to listen to music.ðŸ‘ŽðŸ‘ŽðŸ¤®ðŸ¤®ðŸ˜¡ðŸ˜¡,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
